_id,Fecha,Hora,Latitud,Longitud,Profundidad,Intensidad
ObjectId("5e72d69469f3b85d89f6c543"),2020-03-18,11:03:24,19.37,-104.69,10.0 km,2.9
ObjectId("5e739627ffde4df09643c7e4"),2020-03-19,07:00:40,17.02,-100.33,43.0 km,4.1
ObjectId("5e739628ffde4df09643c7e6"),2020-03-19,04:45:20,15.48,-94.64,16.0 km,3.8
ObjectId("5e739628ffde4df09643c7e8"),2020-03-19,04:38:37,15.58,-94.75,14.0 km,3.7
ObjectId("5e739628ffde4df09643c7ea"),2020-03-19,04:36:03,16.41,-98.48,5.0 km,3.2
ObjectId("5e739628ffde4df09643c7ec"),2020-03-19,04:09:25,16.46,-95.4,64.0 km,3.7
ObjectId("5e739628ffde4df09643c7ee"),2020-03-19,03:40:42,19.77,-104.87,43.0 km,3.7
ObjectId("5e739628ffde4df09643c7f0"),2020-03-19,03:24:26,16.32,-94.77,89.0 km,3.7
ObjectId("5e739628ffde4df09643c7f2"),2020-03-19,03:15:12,18.48,-103.31,56.0 km,3.6
ObjectId("5e739628ffde4df09643c7f4"),2020-03-19,03:09:47,16.16,-97.6,30.0 km,3.4
ObjectId("5e739628ffde4df09643c7f6"),2020-03-19,02:57:50,15.52,-98.54,16.0 km,3.6
ObjectId("5e739628ffde4df09643c7f8"),2020-03-19,02:49:22,16.24,-98.04,5.0 km,3.3
ObjectId("5e739628ffde4df09643c7fa"),2020-03-19,02:39:47,31.97,-116.32,21.0 km,2.7
ObjectId("5e739628ffde4df09643c7fc"),2020-03-19,02:24:38,15.33,-94.79,17.0 km,3.9
ObjectId("5e739628ffde4df09643c7fe"),2020-03-19,01:33:03,16.3,-98.53,10.0 km,3.4
ObjectId("5e739628ffde4df09643c800"),2020-03-19,00:14:24,16.47,-94.95,15.0 km,3.5
ObjectId("5e779ac1b43df615b8e57a33"),2020-03-22,04:58:13,16.05,-94.17,99.0 km,3.6
ObjectId("5e779ac2b43df615b8e57a35"),2020-03-22,04:54:25,31.52,-116.25,19.0 km,3.4
ObjectId("5e779ac2b43df615b8e57a37"),2020-03-22,04:46:36,15.79,-95.16,12.0 km,3.5
ObjectId("5e779ac2b43df615b8e57a39"),2020-03-22,04:44:38,15.84,-95.18,17.0 km,3.2
ObjectId("5e779ac2b43df615b8e57a3b"),2020-03-22,04:30:37,15.86,-95.16,30.0 km,4.1
ObjectId("5e779ac2b43df615b8e57a3d"),2020-03-22,04:26:42,31.18,-115.72,15.0 km,3.6
ObjectId("5e779ac2b43df615b8e57a3f"),2020-03-22,02:37:12,15.98,-97.94,7.0 km,3.6
ObjectId("5e779ac2b43df615b8e57a41"),2020-03-22,02:35:49,15.99,-96.84,4.0 km,3.7
ObjectId("5e779ac2b43df615b8e57a43"),2020-03-22,02:26:50,16.24,-98.06,5.0 km,3.5
ObjectId("5e779ac2b43df615b8e57a45"),2020-03-22,02:25:41,18.07,-101.78,47.0 km,3.7
ObjectId("5e779ac2b43df615b8e57a47"),2020-03-22,02:23:41,16.64,-101.27,15.0 km,4.1
ObjectId("5e779ac2b43df615b8e57a49"),2020-03-22,02:18:22,16.29,-98.13,14.0 km,3
ObjectId("5e779ac2b43df615b8e57a4b"),2020-03-22,02:01:30,16.53,-95.83,16.0 km,3
ObjectId("5e779ac2b43df615b8e57a4d"),2020-03-22,01:40:20,16.19,-98.1,10.0 km,3.2
ObjectId("5e779ac2b43df615b8e57a4f"),2020-03-22,01:40:00,17.34,-101.34,5.0 km,3.7
ObjectId("5e783e5f240e00a9990aef25"),2020-03-22,21:08:58,17.93,-98.74,58.0 km,4
ObjectId("5e783e5f240e00a9990aef27"),2020-03-22,16:55:47,15.96,-98.38,9.0 km,3.6
ObjectId("5e783e5f240e00a9990aef29"),2020-03-22,15:59:15,30.7,-110.78,10.0 km,3.6
ObjectId("5e783e5f240e00a9990aef2b"),2020-03-22,15:04:52,15.63,-98.78,15.0 km,3.6
ObjectId("5e783e5f240e00a9990aef2d"),2020-03-22,14:50:38,16.87,-91.17,96.0 km,3.8
ObjectId("5e783e5f240e00a9990aef2f"),2020-03-22,13:26:04,16.43,-94.94,18.0 km,3.8
ObjectId("5e783e5f240e00a9990aef31"),2020-03-22,13:22:36,16.48,-95.09,9.0 km,3.8
ObjectId("5e783e5f240e00a9990aef33"),2020-03-22,13:18:17,15.21,-97.61,16.0 km,3.7
ObjectId("5e783e5f240e00a9990aef35"),2020-03-22,13:04:51,16.13,-98.41,10.0 km,3.4
ObjectId("5e783e5f240e00a9990aef37"),2020-03-22,11:48:56,16.62,-97.67,13.0 km,3.5
ObjectId("5e783e5f240e00a9990aef39"),2020-03-22,11:40:42,14.07,-93.22,15.0 km,3.8
ObjectId("5e783e5f240e00a9990aef3b"),2020-03-22,11:38:04,16.63,-95.39,9.0 km,3.5
ObjectId("5e783e5f240e00a9990aef3d"),2020-03-22,10:38:30,15.2,-94.4,29.0 km,3.7
ObjectId("5e783e5f240e00a9990aef3f"),2020-03-22,10:23:42,15.86,-95.17,14.0 km,3.9
ObjectId("5e783e5f240e00a9990aef41"),2020-03-22,09:59:51,16.58,-98.5,3.0 km,3.4
ObjectId("5e78c84fc41c1b8f234ae884"),2020-03-23,04:29:11,16.26,-98.05,18.0 km,3.2
ObjectId("5e78c850c41c1b8f234ae886"),2020-03-23,04:20:23,16.06,-97.25,30.0 km,3.3
ObjectId("5e78c850c41c1b8f234ae888"),2020-03-23,03:52:55,18.37,-102.76,51.0 km,3.7
ObjectId("5e78c850c41c1b8f234ae88a"),2020-03-23,03:22:30,16.18,-98.33,7.0 km,3.4
ObjectId("5e78c850c41c1b8f234ae88c"),2020-03-23,03:19:07,19.4,-104.23,9.0 km,3.6
ObjectId("5e78c850c41c1b8f234ae88e"),2020-03-23,02:27:03,19.38,-104.17,29.0 km,3.5
ObjectId("5e78c850c41c1b8f234ae890"),2020-03-23,02:07:09,16.02,-97.14,28.0 km,3.5
ObjectId("5e78c850c41c1b8f234ae892"),2020-03-23,01:40:26,16.74,-99.45,6.0 km,3
ObjectId("5e78c850c41c1b8f234ae894"),2020-03-23,01:04:36,16.2,-97.83,9.0 km,3.2
ObjectId("5e78c850c41c1b8f234ae896"),2020-03-23,00:57:37,16.38,-98.1,3.0 km,3.5
ObjectId("5e78c850c41c1b8f234ae898"),2020-03-23,00:44:24,16.53,-98.5,5.0 km,3.4
ObjectId("5e78c850c41c1b8f234ae89a"),2020-03-22,23:44:59,16.58,-94.23,109.0 km,3.7
ObjectId("5e78c850c41c1b8f234ae89c"),2020-03-22,23:35:06,17.07,-94.1,186.0 km,3.8
ObjectId("5e78c850c41c1b8f234ae89e"),2020-03-22,22:54:04,15.37,-94.79,17.0 km,3.9
ObjectId("5e78c850c41c1b8f234ae8a0"),2020-03-22,22:40:26,16.18,-97.55,34.0 km,3.4
ObjectId("5e79576cc41c1b8f234aea33"),2020-03-23,16:32:43,15.04,-92.6,101.0 km,4.3
ObjectId("5e7a1c12983a6e1a29569d4f"),2020-03-24,04:49:01,15.67,-95.99,10.0 km,3.6
ObjectId("5e7a1c12983a6e1a29569d51"),2020-03-24,04:45:40,17.63,-100.81,60.0 km,4
ObjectId("5e7a1c12983a6e1a29569d53"),2020-03-24,03:56:24,17.96,-97.62,61.0 km,3.3
ObjectId("5e7a1c12983a6e1a29569d55"),2020-03-24,03:37:01,16.11,-97.88,38.0 km,2.8
ObjectId("5e7a1c12983a6e1a29569d57"),2020-03-24,03:28:37,16.11,-97.87,16.0 km,2.7
ObjectId("5e7a1c12983a6e1a29569d59"),2020-03-24,03:24:29,15.87,-95.05,16.0 km,3.3
ObjectId("5e7a1c12983a6e1a29569d5b"),2020-03-24,02:40:58,15.73,-96.05,10.0 km,3.9
ObjectId("5e7a1c12983a6e1a29569d5d"),2020-03-24,02:33:34,15.33,-95.99,5.0 km,3.7
ObjectId("5e7a1c12983a6e1a29569d5f"),2020-03-23,23:50:35,16.54,-98.47,19.0 km,3.1
ObjectId("5e7a1c12983a6e1a29569d61"),2020-03-23,23:47:17,16.41,-94.9,16.0 km,4
ObjectId("5e7a1c12983a6e1a29569d63"),2020-03-23,23:35:57,16.56,-98.59,5.0 km,3.3
ObjectId("5e7a1c12983a6e1a29569d65"),2020-03-23,23:27:39,19.36,-104.19,10.0 km,3.6
ObjectId("5e7a1c12983a6e1a29569d67"),2020-03-23,22:51:19,16.26,-98.2,16.0 km,3.2
ObjectId("5e7a1c12983a6e1a29569d69"),2020-03-23,22:41:10,17.08,-94.62,137.0 km,3.8
ObjectId("5e7a1c12983a6e1a29569d6b"),2020-03-23,22:39:25,17.69,-94.97,134.0 km,3.8
ObjectId("5e7bc19f71d758094c2bf36f"),2020-03-25,04:16:27,18.26,-103.48,5.0 km,3.7
ObjectId("5e7bc19f71d758094c2bf371"),2020-03-25,04:06:16,15.24,-94.55,16.0 km,3.9
ObjectId("5e7bc19f71d758094c2bf373"),2020-03-25,03:52:44,15.64,-96.78,10.0 km,3.4
ObjectId("5e7bc19f71d758094c2bf375"),2020-03-25,03:39:54,19.48,-103.65,39.0 km,3.2
ObjectId("5e7bc19f71d758094c2bf377"),2020-03-25,03:36:02,18.2,-103.51,5.0 km,4.1
ObjectId("5e7bc19f71d758094c2bf379"),2020-03-25,03:17:51,15.72,-96.76,22.0 km,3.7
ObjectId("5e7bc19f71d758094c2bf37b"),2020-03-25,03:03:27,16.25,-98,7.0 km,3.3
ObjectId("5e7bc19f71d758094c2bf37d"),2020-03-25,02:54:36,16.31,-98.29,14.0 km,3.5
ObjectId("5e7bc19f71d758094c2bf37f"),2020-03-25,02:54:12,16.41,-98.28,4.0 km,3.4
ObjectId("5e7bc19f71d758094c2bf381"),2020-03-25,02:53:28,16.32,-97.75,10.0 km,3.4
ObjectId("5e7bc19f71d758094c2bf383"),2020-03-25,02:50:18,15.7,-96.8,16.0 km,4
ObjectId("5e7bc19f71d758094c2bf386"),2020-03-25,02:46:48,15.7,-96.77,13.0 km,3.9
ObjectId("5e7bc19f71d758094c2bf388"),2020-03-25,02:26:09,16.64,-98.13,4.0 km,3.8
ObjectId("5e7bc19f71d758094c2bf38a"),2020-03-25,02:21:17,13.85,-93.47,10.0 km,4
ObjectId("5e7e111f8c93fd2f31736367"),2020-03-27,04:59:07,16.49,-95.1,22.0 km,3.6
ObjectId("5e7e11208c93fd2f31736369"),2020-03-27,04:31:30,16.86,-100.28,10.0 km,3.1
ObjectId("5e7e11208c93fd2f3173636b"),2020-03-27,03:47:05,17.66,-94.92,137.0 km,3.7
ObjectId("5e7e11208c93fd2f3173636d"),2020-03-27,02:39:53,20.12,-99.17,9.0 km,3.6
ObjectId("5e7e11208c93fd2f3173636f"),2020-03-27,02:19:18,16.51,-94.48,99.0 km,3.6
ObjectId("5e7e11208c93fd2f31736371"),2020-03-27,01:49:25,16.17,-97.99,10.0 km,3.3
ObjectId("5e7e11208c93fd2f31736373"),2020-03-27,01:35:22,16.5,-94.79,30.0 km,3.6
ObjectId("5e7e11208c93fd2f31736375"),2020-03-27,01:21:29,16.61,-95.34,52.0 km,3.6
ObjectId("5e7e11208c93fd2f31736377"),2020-03-27,00:52:38,16.6,-94.7,4.0 km,3.7
ObjectId("5e7e11208c93fd2f31736379"),2020-03-27,00:45:58,18.87,-104.43,16.0 km,3.5
ObjectId("5e7e11208c93fd2f3173637b"),2020-03-27,00:04:17,17.83,-100.71,61.0 km,4
ObjectId("5e7e11208c93fd2f3173637d"),2020-03-26,23:34:19,16.07,-96.96,13.0 km,3.2
ObjectId("5e7e11208c93fd2f3173637f"),2020-03-26,22:44:22,14.86,-93.74,17.0 km,3.7
ObjectId("5e7e11208c93fd2f31736381"),2020-03-26,22:37:01,16.31,-97.84,3.0 km,3.2
ObjectId("5e7e11208c93fd2f31736383"),2020-03-26,22:13:04,19.96,-104.3,16.0 km,3.3
ObjectId("5e83860feb46e636ee9fadf0"),2020-03-31,11:15:54,16,-95.2,9.0 km,4.2
ObjectId("5e838610eb46e636ee9fadf2"),2020-03-31,10:58:13,14.73,-93.7,9.0 km,4
ObjectId("5e838610eb46e636ee9fadf4"),2020-03-31,04:58:41,16.04,-97.57,16.0 km,3.3
ObjectId("5e838610eb46e636ee9fadf6"),2020-03-31,04:57:40,16.36,-98.98,13.0 km,3.7
ObjectId("5e838610eb46e636ee9fadf8"),2020-03-31,04:52:56,16.41,-98.9,3.0 km,3.8
ObjectId("5e838610eb46e636ee9fadfa"),2020-03-31,04:05:41,15.23,-94.06,33.0 km,3.7
ObjectId("5e838610eb46e636ee9fadfc"),2020-03-31,03:56:28,30.49,-114.09,9.0 km,3.9
ObjectId("5e838610eb46e636ee9fadfe"),2020-03-31,03:56:08,16.54,-98.46,8.0 km,3.6
ObjectId("5e838610eb46e636ee9fae00"),2020-03-31,02:59:40,17.16,-100.37,39.0 km,3.7
ObjectId("5e838610eb46e636ee9fae02"),2020-03-31,02:49:43,15.98,-94.88,26.0 km,3.7
ObjectId("5e838610eb46e636ee9fae04"),2020-03-31,02:44:35,14.99,-92.67,111.0 km,3.6
ObjectId("5e838610eb46e636ee9fae06"),2020-03-31,02:28:07,16.23,-98.13,14.0 km,3.4
ObjectId("5e838610eb46e636ee9fae08"),2020-03-31,01:23:49,18.1,-100.37,60.0 km,3.7
ObjectId("5e838610eb46e636ee9fae0a"),2020-03-31,01:19:46,15.99,-98.49,3.0 km,3.2
ObjectId("5e838610eb46e636ee9fae0c"),2020-03-31,00:56:05,16.92,-98.66,30.0 km,3.5
ObjectId("5e840181eb46e636ee9faf5d"),2020-03-31,16:52:37,16.52,-95.19,15.0 km,4.1
ObjectId("5e840184eb46e636ee9faf5f"),2020-03-31,16:47:05,18.04,-103.31,5.0 km,3.6
ObjectId("5e840184eb46e636ee9faf61"),2020-03-31,16:18:41,15.57,-95.51,10.0 km,3.3
ObjectId("5e840184eb46e636ee9faf63"),2020-03-31,15:02:05,16.56,-98.98,10.0 km,3.9
ObjectId("5e840184eb46e636ee9faf65"),2020-03-31,14:01:42,17.2,-94.81,61.0 km,3.8
ObjectId("5e840184eb46e636ee9faf67"),2020-03-31,13:47:09,15.11,-94.09,15.0 km,3.8
ObjectId("5e840184eb46e636ee9faf69"),2020-03-31,13:27:19,15.41,-94.51,11.0 km,3.8
ObjectId("5e840184eb46e636ee9faf6b"),2020-03-31,13:00:25,15.84,-92.6,186.0 km,3.8
ObjectId("5e840184eb46e636ee9faf6d"),2020-03-31,12:13:55,17.32,-100.88,44.0 km,3.5
ObjectId("5e840184eb46e636ee9faf6f"),2020-03-31,11:59:42,16.24,-98.07,8.0 km,3
ObjectId("5e840184eb46e636ee9faf71"),2020-03-31,11:59:32,16.27,-98.06,11.0 km,3
ObjectId("5e840184eb46e636ee9faf73"),2020-03-31,11:28:41,17.45,-101.81,16.0 km,3.5
ObjectId("5e840184eb46e636ee9faf75"),2020-03-31,11:22:14,15.89,-95.09,16.0 km,3.8
ObjectId("5e840184eb46e636ee9faf77"),2020-03-31,11:18:55,15.49,-98.5,8.0 km,3.6
ObjectId("5e85f4680cab177f6cb11604"),2020-04-02,04:56:20,16.12,-97.52,28.0 km,3.4
ObjectId("5e85f4680cab177f6cb11606"),2020-04-02,04:49:04,16.62,-98.51,44.0 km,3.3
ObjectId("5e85f4680cab177f6cb11608"),2020-04-02,04:38:03,15.15,-94.53,17.0 km,3.9
ObjectId("5e85f4680cab177f6cb1160a"),2020-04-02,04:33:30,15.58,-97.4,3.0 km,3.4
ObjectId("5e85f4680cab177f6cb1160c"),2020-04-02,04:26:38,16.13,-98.35,5.0 km,3.3
ObjectId("5e85f4680cab177f6cb1160e"),2020-04-02,04:14:20,15.87,-97.26,6.0 km,3.3
ObjectId("5e85f4680cab177f6cb11610"),2020-04-02,03:50:37,16.63,-94.35,113.0 km,3.8
ObjectId("5e85f4680cab177f6cb11612"),2020-04-02,03:47:58,16.24,-98.11,11.0 km,3.2
ObjectId("5e85f4680cab177f6cb11614"),2020-04-02,03:01:49,16.57,-98.44,2.0 km,3.5
ObjectId("5e85f4680cab177f6cb11616"),2020-04-02,02:21:01,16.56,-98.11,15.0 km,3.3
ObjectId("5e85f4680cab177f6cb11618"),2020-04-02,01:59:47,14.6,-93.28,5.0 km,3.8
ObjectId("5e85f4680cab177f6cb1161a"),2020-04-02,01:45:37,16.01,-97.47,13.0 km,3.6
ObjectId("5e85f4680cab177f6cb1161c"),2020-04-02,01:44:17,17.04,-95.32,103.0 km,3.5
ObjectId("5e85f4680cab177f6cb1161e"),2020-04-02,01:37:37,16.25,-96.33,60.0 km,3.8
ObjectId("5e85f4680cab177f6cb11620"),2020-04-02,01:23:40,16.42,-95.84,60.0 km,3.4
ObjectId("5e8b41290622fc139ae126fa"),2020-04-06,08:19:54,14.98,-92.64,92.0 km,4
ObjectId("5e8b41290622fc139ae126fc"),2020-04-06,04:44:11,16.91,-95.27,99.0 km,3.9
ObjectId("5e8b412a0622fc139ae126fe"),2020-04-06,04:19:37,19.28,-104.11,11.0 km,3.4
ObjectId("5e8b412a0622fc139ae12700"),2020-04-06,04:05:43,19.78,-104.35,87.0 km,3.6
ObjectId("5e8b412a0622fc139ae12702"),2020-04-06,03:57:56,16.42,-97.72,38.0 km,3.3
ObjectId("5e8b412a0622fc139ae12704"),2020-04-06,03:47:10,17.26,-101.12,11.0 km,3.8
ObjectId("5e8b412a0622fc139ae12706"),2020-04-06,03:38:10,16.37,-98.68,13.0 km,3.3
ObjectId("5e8b412a0622fc139ae12708"),2020-04-06,03:14:08,15.67,-93.51,89.0 km,3.5
ObjectId("5e8b412a0622fc139ae1270a"),2020-04-06,02:51:30,15.54,-95.02,15.0 km,4.1
ObjectId("5e8b412a0622fc139ae1270c"),2020-04-06,02:39:55,17.48,-94.87,150.0 km,4.1
ObjectId("5e8b412a0622fc139ae1270e"),2020-04-06,02:26:55,15.94,-98.35,6.0 km,3.4
ObjectId("5e8b412a0622fc139ae12710"),2020-04-06,02:17:35,16.75,-95.39,56.0 km,3.6
ObjectId("5e8b412a0622fc139ae12712"),2020-04-06,02:13:07,20.73,-104.23,43.0 km,3.5
ObjectId("5e8b412a0622fc139ae12714"),2020-04-06,01:56:12,16.47,-98.3,19.0 km,3.2
ObjectId("5e8b412a0622fc139ae12716"),2020-04-06,01:15:46,15.67,-95.53,17.0 km,3.8
ObjectId("5e8bbeb10622fc139ae1286c"),2020-04-06,14:46:46,16.66,-99.96,14.0 km,4
ObjectId("5e8c7e9d255ac90ba56805e4"),2020-04-07,04:16:25,15.9,-96.93,11.0 km,3.8
ObjectId("5e8c7e9e255ac90ba56805e6"),2020-04-07,04:15:32,27.89,-112.07,6.0 km,4.1
ObjectId("5e8c7e9e255ac90ba56805e8"),2020-04-07,03:42:26,15.3,-93.99,10.0 km,4
ObjectId("5e8c7e9e255ac90ba56805ea"),2020-04-07,03:30:20,16.52,-99.18,12.0 km,3.6
ObjectId("5e8c7e9e255ac90ba56805ec"),2020-04-07,03:16:18,18.39,-100.71,10.0 km,3.8
ObjectId("5e8c7e9e255ac90ba56805ee"),2020-04-07,02:54:52,17.18,-101.54,15.0 km,4.5
ObjectId("5e8c7e9e255ac90ba56805f0"),2020-04-07,02:26:50,16.14,-97.59,29.0 km,3.8
ObjectId("5e8c7e9e255ac90ba56805f2"),2020-04-07,02:13:02,16.97,-100.34,21.0 km,4
ObjectId("5e8c7e9e255ac90ba56805f4"),2020-04-07,01:53:22,16.31,-98.02,13.0 km,4.1
ObjectId("5e8c7e9e255ac90ba56805f6"),2020-04-07,00:54:30,16.25,-92.68,58.0 km,3.8
ObjectId("5e8c7e9e255ac90ba56805f8"),2020-04-07,00:32:57,15.2,-94.68,17.0 km,3.8
ObjectId("5e8c7e9e255ac90ba56805fa"),2020-04-06,23:51:28,18.07,-100.51,51.0 km,3.4
ObjectId("5e8c7e9e255ac90ba56805fc"),2020-04-06,23:38:10,17.13,-99.87,51.0 km,3.3
ObjectId("5e8c7e9e255ac90ba56805fe"),2020-04-06,23:22:16,15.34,-92.01,171.0 km,4.1
ObjectId("5e8c7e9e255ac90ba5680600"),2020-04-06,23:17:36,15.14,-93.15,91.0 km,3.6
ObjectId("5e8de74993eea9000aff5a0b"),2020-04-08,04:39:47,15.6,-95.44,11.0 km,3.9
ObjectId("5e8de74a93eea9000aff5a0d"),2020-04-08,02:54:32,16.4,-99.64,15.0 km,3.2
ObjectId("5e8de74a93eea9000aff5a0f"),2020-04-08,02:48:13,16.37,-99.63,16.0 km,3.2
ObjectId("5e8de74a93eea9000aff5a11"),2020-04-08,00:01:48,18.66,-106.32,15.0 km,3.8
ObjectId("5e8de74a93eea9000aff5a13"),2020-04-07,23:50:46,16.36,-98.59,10.0 km,3.2
ObjectId("5e8de74a93eea9000aff5a15"),2020-04-07,23:31:31,16.65,-98.88,12.0 km,3.4
ObjectId("5e8de74a93eea9000aff5a17"),2020-04-07,23:17:00,15.98,-98.42,9.0 km,3.4
ObjectId("5e8de74a93eea9000aff5a19"),2020-04-07,23:13:47,19.77,-104.44,10.0 km,3.2
ObjectId("5e8de74a93eea9000aff5a1b"),2020-04-07,22:32:38,15.38,-94.12,53.0 km,4.5
ObjectId("5e8de74a93eea9000aff5a1d"),2020-04-07,22:03:28,16.01,-96.96,28.0 km,3.3
ObjectId("5e8de74a93eea9000aff5a1f"),2020-04-07,21:45:50,18.76,-106.34,8.0 km,3.9
ObjectId("5e8de74a93eea9000aff5a21"),2020-04-07,21:17:51,15.14,-92.09,144.0 km,4.3
ObjectId("5e8de74a93eea9000aff5a23"),2020-04-07,20:42:23,15.11,-94.37,16.0 km,3.7
ObjectId("5e8de74a93eea9000aff5a25"),2020-04-07,20:41:29,16.2,-98.89,13.0 km,3.6
ObjectId("5e8de74a93eea9000aff5a27"),2020-04-07,20:40:56,18.69,-106.4,15.0 km,3.8
ObjectId("5e8e054593eea9000aff5ac5"),2020-04-08,10:16:33,16.85,-100.25,10.0 km,4
ObjectId("5e9123141688f8920942645d"),2020-04-10,15:56:52,16.04,-97.58,14.0 km,3.6
ObjectId("5e9123141688f8920942645f"),2020-04-10,15:53:50,16.26,-97.86,19.0 km,3.3
ObjectId("5e9123141688f89209426461"),2020-04-10,15:25:21,19.35,-104.01,12.0 km,3.5
ObjectId("5e9123141688f89209426463"),2020-04-10,15:15:07,16.89,-100.36,10.0 km,3.6
ObjectId("5e9123141688f89209426465"),2020-04-10,14:55:44,19.44,-104.11,26.0 km,3.2
ObjectId("5e9123141688f89209426467"),2020-04-10,14:44:03,24.61,-110.28,16.0 km,3.9
ObjectId("5e9123141688f89209426469"),2020-04-10,14:26:20,16.28,-97.69,4.0 km,3.3
ObjectId("5e9123141688f8920942646b"),2020-04-10,13:20:19,16.29,-98.06,11.0 km,3.5
ObjectId("5e9123141688f8920942646d"),2020-04-10,12:55:02,16.05,-97.65,15.0 km,3.3
ObjectId("5e9123141688f8920942646f"),2020-04-10,12:53:52,16.3,-98.88,6.0 km,3.4
ObjectId("5e9123141688f89209426471"),2020-04-10,11:52:02,16.3,-98.93,10.0 km,3.5
ObjectId("5e9123141688f89209426473"),2020-04-10,10:37:38,16.04,-97.22,26.0 km,3.6
ObjectId("5e9123141688f89209426475"),2020-04-10,10:10:25,16.53,-94.35,123.0 km,3.6
ObjectId("5e9123141688f89209426477"),2020-04-10,09:30:53,16.38,-98.67,29.0 km,3.3
ObjectId("5e9123141688f89209426479"),2020-04-10,07:52:50,16.35,-98.19,25.0 km,3.4
ObjectId("5e91d810a519fdaf760082bc"),2020-04-11,08:57:08,16.29,-98.29,9.0 km,4.3
ObjectId("5e91d810a519fdaf760082be"),2020-04-11,07:04:29,21.05,-99.31,7.0 km,4.1
ObjectId("5e91d810a519fdaf760082c0"),2020-04-11,04:54:39,17.63,-101.88,7.0 km,3.7
ObjectId("5e91d810a519fdaf760082c2"),2020-04-11,04:41:30,16.59,-97.93,35.0 km,3.7
ObjectId("5e91d810a519fdaf760082c4"),2020-04-11,04:08:36,18.63,-106.35,15.0 km,3.9
ObjectId("5e91d810a519fdaf760082c6"),2020-04-11,04:07:10,17.17,-94.18,133.0 km,3.8
ObjectId("5e91d810a519fdaf760082c8"),2020-04-11,04:03:36,19.55,-103.93,27.0 km,3.5
ObjectId("5e91d810a519fdaf760082ca"),2020-04-11,03:39:11,16.05,-97.57,29.0 km,3.2
ObjectId("5e91d810a519fdaf760082cc"),2020-04-11,03:34:44,17.68,-95.39,7.0 km,3.5
ObjectId("5e91d810a519fdaf760082ce"),2020-04-11,03:30:51,15.25,-94.6,16.0 km,3.8
ObjectId("5e91d810a519fdaf760082d0"),2020-04-11,02:48:31,18.65,-104.61,18.0 km,3.5
ObjectId("5e91d810a519fdaf760082d2"),2020-04-11,02:23:19,15.41,-94.78,19.0 km,3.7
ObjectId("5e91d810a519fdaf760082d4"),2020-04-11,02:12:19,14.17,-92.64,16.0 km,3.7
ObjectId("5e91d810a519fdaf760082d6"),2020-04-11,01:27:49,16.79,-95.29,93.0 km,4
ObjectId("5e91d810a519fdaf760082d8"),2020-04-11,01:01:12,19.64,-104.57,46.0 km,3.4
ObjectId("5e95dafbdf3215521e174da0"),2020-04-14,04:41:46,16.1,-97.2,24.0 km,3.4
ObjectId("5e95dafbdf3215521e174da2"),2020-04-14,04:11:42,17.17,-101.26,8.0 km,3.9
ObjectId("5e95dafbdf3215521e174da4"),2020-04-14,04:07:59,16.6,-98.65,10.0 km,3.5
ObjectId("5e95dafbdf3215521e174da6"),2020-04-14,03:58:34,16.35,-98.23,13.0 km,3.8
ObjectId("5e95dafbdf3215521e174da8"),2020-04-14,03:37:20,19.43,-104.08,11.0 km,3.1
ObjectId("5e95dafbdf3215521e174daa"),2020-04-14,02:37:53,15.99,-98.03,3.0 km,3.3
ObjectId("5e95dafbdf3215521e174dac"),2020-04-14,02:33:03,17.65,-97.48,61.0 km,3.5
ObjectId("5e95dafbdf3215521e174dae"),2020-04-14,01:48:47,16.59,-98.43,10.0 km,3.6
ObjectId("5e95dafbdf3215521e174db0"),2020-04-14,01:48:37,16.57,-98.43,9.0 km,3.8
ObjectId("5e95dafbdf3215521e174db2"),2020-04-14,01:22:51,16.87,-98.87,43.0 km,3.5
ObjectId("5e95dafbdf3215521e174db4"),2020-04-14,00:52:23,24.84,-109.36,15.0 km,3.9
ObjectId("5e95dafbdf3215521e174db6"),2020-04-14,00:36:14,16.27,-97.87,5.0 km,3.6
ObjectId("5e95dafbdf3215521e174db8"),2020-04-14,00:10:35,16.38,-97.88,3.0 km,3.7
ObjectId("5e95dafbdf3215521e174dba"),2020-04-13,23:56:13,16.46,-98.25,29.0 km,3.7
ObjectId("5e95dafbdf3215521e174dbc"),2020-04-13,22:22:50,16.83,-94.3,140.0 km,3.6
ObjectId("5e966a04df3215521e174f4f"),2020-04-14,16:56:33,15.67,-94.28,84.0 km,3.8
ObjectId("5e966a04df3215521e174f51"),2020-04-14,16:22:13,15.24,-98.98,13.0 km,3.6
ObjectId("5e966a04df3215521e174f53"),2020-04-14,16:12:32,19.67,-104.51,71.0 km,3.7
ObjectId("5e966a04df3215521e174f55"),2020-04-14,15:23:58,19.35,-104.67,54.0 km,3.5
ObjectId("5e966a04df3215521e174f57"),2020-04-14,15:18:26,15.51,-92.31,174.0 km,4.1
ObjectId("5e966a04df3215521e174f59"),2020-04-14,14:55:02,16.28,-98.24,14.0 km,3.3
ObjectId("5e966a04df3215521e174f5b"),2020-04-14,14:47:07,15.47,-94.76,11.0 km,3.8
ObjectId("5e966a04df3215521e174f5d"),2020-04-14,14:11:37,15.42,-94.75,20.0 km,3.9
ObjectId("5e966a04df3215521e174f5f"),2020-04-14,13:52:28,14.52,-93.19,7.0 km,4
ObjectId("5e966a04df3215521e174f61"),2020-04-14,13:49:39,19.4,-104.2,7.0 km,3.5
